dataset,method,method_label,raw_method,engine,configuration,alpha_mode,prescribed_alpha,harmonics,base_configuration,D0,alpha,noise,seed,pressure_prior,pressure_prior_label,pressure_source,n_spatial_problems,D0_hat,alpha_hat,D0_interval_low,D0_interval_high,alpha_interval_low,alpha_interval_high,median_relative_D0_error,median_alpha_absolute_error,median_velocity_relative_rmse,D0_coverage_rate,alpha_coverage_rate,boundary_hit_rate,median_D0_interval_width_decades,median_alpha_interval_width,dashboard
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1,alpha_solved__h1,0.01,0.0,0.5,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.01,0.050000000000000044,0.008912509381337459,0.01122018454301964,-0.25,0.30000000000000004,0.0,0.10000000000000009,1.2032114537191028,0.9811320754716981,0.9433962264150944,0.018867924528301886,0.14999999999999988,0.7,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1 + H2,alpha_solved__h1_h2,0.01,0.0,0.5,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.01,0.050000000000000044,0.008912509381337459,0.01,-0.1499999999999999,0.20000000000000018,0.0,0.09999999999999998,1.1604358378737156,0.9811320754716981,0.9811320754716981,0.0,0.049999999999999795,0.4,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1,prescribed,0.0,H1,alpha_prescribed_0__h1,0.01,0.0,0.5,42,none,No pressure prior,,53,0.01,0.0,0.008912509381337459,0.01122018454301964,0.0,0.0,0.0,0.0,1.1557646173871052,0.9811320754716981,1.0,0.018867924528301886,0.1000000000000001,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_0__h1/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1_h2,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.01,0.0,0.5,42,none,No pressure prior,,53,0.01,0.0,0.008912509381337459,0.01,0.0,0.0,0.0,0.0,1.1551709003301318,1.0,1.0,0.0,0.049999999999999795,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_0__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1,prescribed,1.0,H1,alpha_prescribed_1__h1,0.01,0.0,0.5,42,none,No pressure prior,,53,0.00794328234724282,1.0,0.00707945784384138,0.008912509381337459,1.0,1.0,0.20567176527571795,1.0,1.2440577156504804,0.41509433962264153,0.0,0.03773584905660377,0.1000000000000001,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_1__h1/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1_h2,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.01,0.0,0.5,42,none,No pressure prior,,53,0.00794328234724282,1.0,0.00794328234724282,0.008912509381337459,1.0,1.0,0.20567176527571795,1.0,1.2434796214493764,0.22641509433962265,0.0,0.0,0.04999999999999988,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_1__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_2__h1,prescribed,2.0,H1,alpha_prescribed_2__h1,0.01,0.0,0.5,42,none,No pressure prior,,53,0.005623413251903491,2.0,0.004466835921509635,0.006309573444801936,2.0,2.0,0.4376586748096509,2.0,1.3811961964806272,0.18867924528301888,0.0,0.03773584905660377,0.14999999999999994,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_2__h1/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_2__h1_h2,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.01,0.0,0.5,42,none,No pressure prior,,53,0.005623413251903491,2.0,0.005011872336272725,0.006309573444801936,2.0,2.0,0.4376586748096509,2.0,1.2588294966285196,0.09433962264150944,0.0,0.03773584905660377,0.05000000000000022,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_2__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1,solved,nan,H1,alpha_solved__h1,0.01,0.0,0.5,42,none,No pressure prior,,53,0.01,0.050000000000000044,0.008912509381337459,0.01122018454301964,-0.25,0.30000000000000004,0.0,0.10000000000000009,1.2131987869095477,0.9811320754716981,0.9433962264150944,0.018867924528301886,0.14999999999999988,0.7,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_solved__h1/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1_h2,solved,nan,H1 + H2,alpha_solved__h1_h2,0.01,0.0,0.5,42,none,No pressure prior,,53,0.01,0.050000000000000044,0.008912509381337459,0.01,-0.1499999999999999,0.20000000000000018,0.0,0.09999999999999998,1.160435845933077,0.9811320754716981,0.9811320754716981,0.0,0.049999999999999795,0.4,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_solved__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,0.0,H1,alpha_prescribed_0__h1,0.01,0.0,0.5,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.01,0.0,0.008912509381337459,0.01122018454301964,0.0,0.0,0.0,0.0,1.1557646091696112,0.9811320754716981,1.0,0.018867924528301886,0.1000000000000001,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_0__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.01,0.0,0.5,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.01,0.0,0.008912509381337459,0.01,0.0,0.0,0.0,0.0,1.1551708921231367,1.0,1.0,0.0,0.049999999999999795,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_0__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,1.0,H1,alpha_prescribed_1__h1,0.01,0.0,0.5,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.00794328234724282,1.0,0.00707945784384138,0.008912509381337459,1.0,1.0,0.20567176527571795,1.0,1.2440577029334197,0.41509433962264153,0.0,0.03773584905660377,0.1000000000000001,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_1__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.01,0.0,0.5,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.00794328234724282,1.0,0.00794328234724282,0.008912509381337459,1.0,1.0,0.20567176527571795,1.0,1.2434796087491622,0.22641509433962265,0.0,0.0,0.04999999999999988,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_1__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_2__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,2.0,H1,alpha_prescribed_2__h1,0.01,0.0,0.5,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.005623413251903491,2.0,0.004466835921509635,0.006309573444801936,2.0,2.0,0.4376586748096509,2.0,1.38119618376321,0.18867924528301888,0.0,0.03773584905660377,0.14999999999999994,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_2__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_2__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.01,0.0,0.5,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.005623413251903491,2.0,0.005011872336272725,0.006309573444801936,2.0,2.0,0.4376586748096509,2.0,1.258825302752008,0.09433962264150944,0.0,0.03773584905660377,0.05000000000000022,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_2__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,solved,nan,H1,alpha_solved__h1,0.01,0.0,0.5,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.01,0.050000000000000044,0.008912509381337459,0.01122018454301964,-0.25,0.30000000000000004,0.0,0.10000000000000009,1.2033706958482056,0.9811320754716981,0.9433962264150944,0.018867924528301886,0.14999999999999988,0.7,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_solved__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,solved,nan,H1 + H2,alpha_solved__h1_h2,0.01,0.0,0.5,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.01,0.050000000000000044,0.008912509381337459,0.01,-0.1499999999999999,0.20000000000000018,0.0,0.09999999999999998,1.1604358379479434,0.9811320754716981,0.9811320754716981,0.0,0.049999999999999795,0.4,../bayesian_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_solved__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_mosaic,Linear Mosaic,linear_mosaic,cpu,alpha_prescribed_0__h1,prescribed,0.0,H1,alpha_prescribed_0__h1,0.01,0.0,0.5,42,none,No pressure prior,,1,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.010152503517671793,1.0,1.0,0.0,0.0,0.0,../linear_mosaic/pl_d1e-02_a0_n50_s42/alpha_prescribed_0__h1/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_mosaic,Linear Mosaic,linear_mosaic,cpu,alpha_prescribed_0__h1_h2,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.01,0.0,0.5,42,none,No pressure prior,,1,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.011022765303882878,1.0,1.0,0.0,0.0,0.0,../linear_mosaic/pl_d1e-02_a0_n50_s42/alpha_prescribed_0__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_mosaic,Linear Mosaic,linear_mosaic,cpu,alpha_prescribed_1__h1,prescribed,1.0,H1,alpha_prescribed_1__h1,0.01,0.0,0.5,42,none,No pressure prior,,1,0.00794328234724282,1.0,0.00794328234724282,0.00794328234724282,1.0,1.0,0.20567176527571795,1.0,0.5738225364440848,0.0,0.0,0.0,0.0,0.0,../linear_mosaic/pl_d1e-02_a0_n50_s42/alpha_prescribed_1__h1/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_mosaic,Linear Mosaic,linear_mosaic,cpu,alpha_prescribed_1__h1_h2,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.01,0.0,0.5,42,none,No pressure prior,,1,0.00794328234724282,1.0,0.00794328234724282,0.00794328234724282,1.0,1.0,0.20567176527571795,1.0,0.5692470454618749,0.0,0.0,0.0,0.0,0.0,../linear_mosaic/pl_d1e-02_a0_n50_s42/alpha_prescribed_1__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_mosaic,Linear Mosaic,linear_mosaic,cpu,alpha_prescribed_2__h1,prescribed,2.0,H1,alpha_prescribed_2__h1,0.01,0.0,0.5,42,none,No pressure prior,,1,0.004466835921509635,2.0,0.004466835921509635,0.004466835921509635,2.0,2.0,0.5533164078490366,2.0,0.7321690371024218,0.0,0.0,0.0,0.0,0.0,../linear_mosaic/pl_d1e-02_a0_n50_s42/alpha_prescribed_2__h1/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_mosaic,Linear Mosaic,linear_mosaic,cpu,alpha_prescribed_2__h1_h2,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.01,0.0,0.5,42,none,No pressure prior,,1,0.005011872336272725,2.0,0.005011872336272725,0.005011872336272725,2.0,2.0,0.49881276637272753,2.0,0.8472705381613284,0.0,0.0,0.0,0.0,0.0,../linear_mosaic/pl_d1e-02_a0_n50_s42/alpha_prescribed_2__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_mosaic,Linear Mosaic,linear_mosaic,cpu,alpha_solved__h1,solved,nan,H1,alpha_solved__h1,0.01,0.0,0.5,42,none,No pressure prior,,1,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.010152503517671793,1.0,1.0,0.0,0.0,0.0,../linear_mosaic/pl_d1e-02_a0_n50_s42/alpha_solved__h1/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_mosaic,Linear Mosaic,linear_mosaic,cpu,alpha_solved__h1_h2,solved,nan,H1 + H2,alpha_solved__h1_h2,0.01,0.0,0.5,42,none,No pressure prior,,1,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.011022765303882878,1.0,1.0,0.0,0.0,0.0,../linear_mosaic/pl_d1e-02_a0_n50_s42/alpha_solved__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,0.0,H1,alpha_prescribed_0__h1,0.01,0.0,0.5,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.01,0.0,0.008912509381337459,0.01122018454301964,0.0,0.0,0.0,0.0,1.0636868476806005,1.0,1.0,0.0,0.1000000000000001,0.0,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_0__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.01,0.0,0.5,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.01,0.0,0.008912509381337459,0.01,0.0,0.0,0.0,0.0,1.055408722543778,1.0,1.0,0.0,0.05000000000000022,0.0,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_0__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,1.0,H1,alpha_prescribed_1__h1,0.01,0.0,0.5,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.008912509381337459,1.0,0.00707945784384138,0.01,1.0,1.0,0.20567176527571795,1.0,1.1354077867601524,0.49056603773584906,0.0,0.0,0.14999999999999988,0.0,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_1__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.01,0.0,0.5,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.00794328234724282,1.0,0.00794328234724282,0.008912509381337459,1.0,1.0,0.20567176527571795,1.0,1.1819299331836906,0.24528301886792453,0.0,0.0,0.05000000000000022,0.0,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_1__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,2.0,H1,alpha_prescribed_2__h1,0.01,0.0,0.5,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.005623413251903491,2.0,0.004466835921509635,0.006309573444801936,2.0,2.0,0.4376586748096509,2.0,1.2927091481962716,0.24528301886792453,0.0,0.018867924528301886,0.14999999999999994,0.0,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_2__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.01,0.0,0.5,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.005623413251903491,2.0,0.005011872336272725,0.006309573444801936,2.0,2.0,0.4376586748096509,2.0,1.2591387951270132,0.09433962264150944,0.0,0.018867924528301886,0.10000000000000002,0.0,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_2__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1,alpha_solved__h1,0.01,0.0,0.5,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.01,0.0,0.008912509381337459,0.01122018454301964,-0.44999999999999996,0.4500000000000002,0.0,0.10000000000000009,1.063684496706802,1.0,0.9811320754716981,0.0,0.14999999999999988,0.95,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1 + H2,alpha_solved__h1_h2,0.01,0.0,0.5,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.01,0.0,0.008912509381337459,0.01,-0.19999999999999996,0.25,0.0,0.09999999999999998,1.055408722543778,1.0,0.9811320754716981,0.018867924528301886,0.05000000000000022,0.5000000000000001,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1,prescribed,0.0,H1,alpha_prescribed_0__h1,0.01,0.0,0.5,42,none,No pressure prior,,53,0.01,0.0,0.008912509381337459,0.01122018454301964,0.0,0.0,0.0,0.0,1.1556536027744966,1.0,1.0,0.0,0.1000000000000001,0.0,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_0__h1/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1_h2,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.01,0.0,0.5,42,none,No pressure prior,,53,0.01,0.0,0.008912509381337459,0.01,0.0,0.0,0.0,0.0,1.1550597186563227,1.0,1.0,0.0,0.05000000000000022,0.0,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_0__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1,prescribed,1.0,H1,alpha_prescribed_1__h1,0.01,0.0,0.5,42,none,No pressure prior,,53,0.008912509381337459,1.0,0.00707945784384138,0.01,1.0,1.0,0.20567176527571795,1.0,1.2223126793700296,0.49056603773584906,0.0,0.0,0.14999999999999988,0.0,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_1__h1/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1_h2,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.01,0.0,0.5,42,none,No pressure prior,,53,0.00794328234724282,1.0,0.00794328234724282,0.008912509381337459,1.0,1.0,0.20567176527571795,1.0,1.2433077216538289,0.24528301886792453,0.0,0.0,0.05000000000000022,0.0,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_1__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1,prescribed,2.0,H1,alpha_prescribed_2__h1,0.01,0.0,0.5,42,none,No pressure prior,,53,0.005623413251903491,2.0,0.004466835921509635,0.006309573444801936,2.0,2.0,0.4376586748096509,2.0,1.3446941046109804,0.24528301886792453,0.0,0.018867924528301886,0.14999999999999994,0.0,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_2__h1/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1_h2,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.01,0.0,0.5,42,none,No pressure prior,,53,0.005623413251903491,2.0,0.005011872336272725,0.006309573444801936,2.0,2.0,0.4376586748096509,2.0,1.2591479728372441,0.09433962264150944,0.0,0.018867924528301886,0.10000000000000002,0.0,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_2__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1,solved,nan,H1,alpha_solved__h1,0.01,0.0,0.5,42,none,No pressure prior,,53,0.01,0.0,0.008912509381337459,0.01122018454301964,-0.44999999999999996,0.4500000000000002,0.0,0.10000000000000009,1.1521568274136782,1.0,0.9811320754716981,0.0,0.14999999999999988,0.95,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_solved__h1/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1_h2,solved,nan,H1 + H2,alpha_solved__h1_h2,0.01,0.0,0.5,42,none,No pressure prior,,53,0.01,0.0,0.008912509381337459,0.01,-0.19999999999999996,0.25,0.0,0.09999999999999998,1.1603274840598992,1.0,0.9811320754716981,0.018867924528301886,0.05000000000000022,0.5000000000000001,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_solved__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,0.0,H1,alpha_prescribed_0__h1,0.01,0.0,0.5,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.01,0.0,0.008912509381337459,0.01122018454301964,0.0,0.0,0.0,0.0,1.069629465889391,1.0,1.0,0.0,0.1000000000000001,0.0,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_0__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.01,0.0,0.5,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.01,0.0,0.008912509381337459,0.01,0.0,0.0,0.0,0.0,1.0609811301065972,1.0,1.0,0.0,0.05000000000000022,0.0,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_0__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n50_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,1.0,H1,alpha_prescribed_1__h1,0.01,0.0,0.5,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.008912509381337459,1.0,0.00707945784384138,0.01,1.0,1.0,0.20567176527571795,1.0,1.223484563032582,0.49056603773584906,0.0,0.0,0.14999999999999988,0.0,../linear_tile_gpu/pl_d1e-02_a0_n50_s42/alpha_prescribed_1__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
